what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1522243526554
error,log,,,"Core exception while retrieving the content description",1522243527447
error,log,,,"Core exception while retrieving the content description",1522243527502
error,log,,,"Core exception while retrieving the content description",1522243527560
error,log,,,"Core exception while retrieving the content description",1522243527618
error,log,,,"Core exception while retrieving the content description",1522243527680
error,log,,,"Core exception while retrieving the content description",1522243527763
error,log,,,"Core exception while retrieving the content description",1522243527827
error,log,,,"Core exception while retrieving the content description",1522243527913
error,log,,,"Core exception while retrieving the content description",1522243527982
error,log,,,"Core exception while retrieving the content description",1522243528453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243546243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243549506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1522243564080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1522243567821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522243568851
error,log,,,"Core exception while retrieving the content description",1522243569675
error,log,,,"Core exception while retrieving the content description",1522243569735
error,log,,,"Core exception while retrieving the content description",1522243569796
error,log,,,"Core exception while retrieving the content description",1522243569862
error,log,,,"Core exception while retrieving the content description",1522243569989
error,log,,,"Core exception while retrieving the content description",1522243570101
error,log,,,"Core exception while retrieving the content description",1522243570173
error,log,,,"Core exception while retrieving the content description",1522243570254
error,log,,,"Core exception while retrieving the content description",1522243570390
error,log,,,"Core exception while retrieving the content description",1522243570473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243570515
error,log,,,"Core exception while retrieving the content description",1522243571344
error,log,,,"Core exception while retrieving the content description",1522243571415
error,log,,,"Core exception while retrieving the content description",1522243571504
error,log,,,"Core exception while retrieving the content description",1522243571578
error,log,,,"Core exception while retrieving the content description",1522243571670
error,log,,,"Core exception while retrieving the content description",1522243571794
error,log,,,"Core exception while retrieving the content description",1522243571944
error,log,,,"Core exception while retrieving the content description",1522243572098
error,log,,,"Core exception while retrieving the content description",1522243572255
error,log,,,"Core exception while retrieving the content description",1522243572400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243578228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243579805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522243601224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1522243608462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1522243615991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522243617635
error,log,,,"Core exception while retrieving the content description",1522243618405
error,log,,,"Core exception while retrieving the content description",1522243618531
error,log,,,"Core exception while retrieving the content description",1522243618633
error,log,,,"Core exception while retrieving the content description",1522243618736
error,log,,,"Core exception while retrieving the content description",1522243618832
error,log,,,"Core exception while retrieving the content description",1522243618953
error,log,,,"Core exception while retrieving the content description",1522243619063
error,log,,,"Core exception while retrieving the content description",1522243619498
error,log,,,"Core exception while retrieving the content description",1522243619599
error,log,,,"Core exception while retrieving the content description",1522243619701
error,log,,,"Core exception while retrieving the content description",1522243620466
error,log,,,"Core exception while retrieving the content description",1522243620587
error,log,,,"Core exception while retrieving the content description",1522243620674
error,log,,,"Core exception while retrieving the content description",1522243620772
error,log,,,"Core exception while retrieving the content description",1522243620878
