what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1522246673290
error,log,,,"Core exception while retrieving the content description",1522246673974
error,log,,,"Core exception while retrieving the content description",1522246674053
error,log,,,"Core exception while retrieving the content description",1522246674131
error,log,,,"Core exception while retrieving the content description",1522246674212
error,log,,,"Core exception while retrieving the content description",1522246674306
error,log,,,"Core exception while retrieving the content description",1522246674401
error,log,,,"Core exception while retrieving the content description",1522246674518
error,log,,,"Core exception while retrieving the content description",1522246674604
error,log,,,"Core exception while retrieving the content description",1522246674683
error,log,,,"Core exception while retrieving the content description",1522246674764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1522246676422
error,log,,,"Internal Error",1522246677216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522246679249
error,log,,,"Core exception while retrieving the content description",1522246679816
error,log,,,"Core exception while retrieving the content description",1522246679914
error,log,,,"Core exception while retrieving the content description",1522246680030
error,log,,,"Core exception while retrieving the content description",1522246680125
error,log,,,"Core exception while retrieving the content description",1522246680212
error,log,,,"Core exception while retrieving the content description",1522246680308
error,log,,,"Core exception while retrieving the content description",1522246680410
error,log,,,"Core exception while retrieving the content description",1522246680506
error,log,,,"Core exception while retrieving the content description",1522246680586
error,log,,,"Core exception while retrieving the content description",1522246680667
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522246681051
error,log,,,"Core exception while retrieving the content description",1522246681349
error,log,,,"Core exception while retrieving the content description",1522246681431
error,log,,,"Core exception while retrieving the content description",1522246681515
error,log,,,"Core exception while retrieving the content description",1522246681617
error,log,,,"Core exception while retrieving the content description",1522246681701
error,log,,,"Core exception while retrieving the content description",1522246681801
error,log,,,"Core exception while retrieving the content description",1522246681886
error,log,,,"Core exception while retrieving the content description",1522246681989
error,log,,,"Core exception while retrieving the content description",1522246682075
error,log,,,"Core exception while retrieving the content description",1522246682173
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522246682223
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1522246683120
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522246686252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246687796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246699929
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522246711170
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522246775412
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522246795681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1522246800725
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1522246802789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246818096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246822317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1522246838581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246839186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246870769
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522246873040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1522246874211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246874807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522246934427
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522246966947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247001208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247002192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247019081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247050561
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522247052559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1522247055356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247056119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247071629
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522247072796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247121045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522247124187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1522247132886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522247135011
error,log,,,"Core exception while retrieving the content description",1522247135569
error,log,,,"Core exception while retrieving the content description",1522247135661
error,log,,,"Core exception while retrieving the content description",1522247135752
error,log,,,"Core exception while retrieving the content description",1522247135839
error,log,,,"Core exception while retrieving the content description",1522247135928
error,log,,,"Core exception while retrieving the content description",1522247136050
error,log,,,"Core exception while retrieving the content description",1522247136145
error,log,,,"Core exception while retrieving the content description",1522247136242
error,log,,,"Core exception while retrieving the content description",1522247136348
error,log,,,"Core exception while retrieving the content description",1522247136439
error,log,,,"Core exception while retrieving the content description",1522247137237
error,log,,,"Core exception while retrieving the content description",1522247137330
error,log,,,"Core exception while retrieving the content description",1522247137438
error,log,,,"Core exception while retrieving the content description",1522247137533
error,log,,,"Core exception while retrieving the content description",1522247137626
error,log,,,"Core exception while retrieving the content description",1522247137736
error,log,,,"Core exception while retrieving the content description",1522247137831
