what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1518087257548
error,log,,,"Core exception while retrieving the content description",1518087257549
error,log,,,"Core exception while retrieving the content description",1518087257551
error,log,,,"Core exception while retrieving the content description",1518087257551
error,log,,,"Core exception while retrieving the content description",1518087257552
error,log,,,"Core exception while retrieving the content description",1518087257553
error,log,,,"Core exception while retrieving the content description",1518087257554
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087263831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1518087268297
error,log,,,"Core exception while retrieving the content description",1518087269146
error,log,,,"Core exception while retrieving the content description",1518087269147
error,log,,,"Core exception while retrieving the content description",1518087269149
error,log,,,"Core exception while retrieving the content description",1518087269150
error,log,,,"Core exception while retrieving the content description",1518087269151
error,log,,,"Core exception while retrieving the content description",1518087269153
error,log,,,"Core exception while retrieving the content description",1518087269154
error,log,,,"Core exception while retrieving the content description",1518087269155
error,log,,,"Core exception while retrieving the content description",1518087269157
error,log,,,"Core exception while retrieving the content description",1518087269158
error,log,,,"Core exception while retrieving the content description",1518087270274
error,log,,,"Core exception while retrieving the content description",1518087270277
error,log,,,"Core exception while retrieving the content description",1518087270278
error,log,,,"Core exception while retrieving the content description",1518087270279
error,log,,,"Core exception while retrieving the content description",1518087270280
error,log,,,"Core exception while retrieving the content description",1518087270283
error,log,,,"Core exception while retrieving the content description",1518087270284
error,log,,,"Core exception while retrieving the content description",1518087270285
error,log,,,"Core exception while retrieving the content description",1518087270286
error,log,,,"Core exception while retrieving the content description",1518087270287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1518087275012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1518087284515
error,log,,,"Internal Error",1518087284565
error,log,,,"Internal Error",1518087287010
error,log,,,"Internal Error",1518087287328
error,log,,,"Internal Error",1518087287923
error,log,,,"Internal Error",1518087289082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1518087302396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1518087326393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1518087327820
error,log,,,"Core exception while retrieving the content description",1518087328399
error,log,,,"Core exception while retrieving the content description",1518087328400
error,log,,,"Core exception while retrieving the content description",1518087328402
error,log,,,"Core exception while retrieving the content description",1518087328403
error,log,,,"Core exception while retrieving the content description",1518087328404
error,log,,,"Core exception while retrieving the content description",1518087328406
error,log,,,"Core exception while retrieving the content description",1518087328407
error,log,,,"Core exception while retrieving the content description",1518087328408
error,log,,,"Core exception while retrieving the content description",1518087328409
error,log,,,"Core exception while retrieving the content description",1518087328410
error,log,,,"Core exception while retrieving the content description",1518087329683
error,log,,,"Core exception while retrieving the content description",1518087329683
error,log,,,"Core exception while retrieving the content description",1518087329685
error,log,,,"Core exception while retrieving the content description",1518087329686
error,log,,,"Core exception while retrieving the content description",1518087329687
error,log,,,"Core exception while retrieving the content description",1518087329688
error,log,,,"Core exception while retrieving the content description",1518087329689
error,log,,,"Core exception while retrieving the content description",1518087329690
error,log,,,"Core exception while retrieving the content description",1518087329690
error,log,,,"Core exception while retrieving the content description",1518087329691
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1518087330298
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087331326
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087343328
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087354117
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087359783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1518087359800
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087363161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087370162
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087372339
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087375354
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087377785
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087383712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087405935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087434568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087436495
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087439711
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1518087442367
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087468355
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1518087470952
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1518087472348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087477830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087486297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087500503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087510373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1518087511829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1518087513626
error,log,,,"Core exception while retrieving the content description",1518087514218
error,log,,,"Core exception while retrieving the content description",1518087514219
error,log,,,"Core exception while retrieving the content description",1518087514221
error,log,,,"Core exception while retrieving the content description",1518087514222
error,log,,,"Core exception while retrieving the content description",1518087514223
error,log,,,"Core exception while retrieving the content description",1518087514226
error,log,,,"Core exception while retrieving the content description",1518087514227
error,log,,,"Core exception while retrieving the content description",1518087514229
error,log,,,"Core exception while retrieving the content description",1518087514230
error,log,,,"Core exception while retrieving the content description",1518087514231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087514596
error,log,,,"Core exception while retrieving the content description",1518087515519
error,log,,,"Core exception while retrieving the content description",1518087515520
error,log,,,"Core exception while retrieving the content description",1518087515522
error,log,,,"Core exception while retrieving the content description",1518087515523
error,log,,,"Core exception while retrieving the content description",1518087515524
error,log,,,"Core exception while retrieving the content description",1518087515526
error,log,,,"Core exception while retrieving the content description",1518087515527
error,log,,,"Core exception while retrieving the content description",1518087515528
error,log,,,"Core exception while retrieving the content description",1518087515529
error,log,,,"Core exception while retrieving the content description",1518087515530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1518087794402
