what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1522231371737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231376987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231388155
error,log,,,"Core exception while retrieving the content description",1522231389581
error,log,,,"Core exception while retrieving the content description",1522231389688
error,log,,,"Core exception while retrieving the content description",1522231390145
error,log,,,"Core exception while retrieving the content description",1522231390244
error,log,,,"Core exception while retrieving the content description",1522231390353
error,log,,,"Core exception while retrieving the content description",1522231391224
error,log,,,"Core exception while retrieving the content description",1522231391389
error,log,,,"Core exception while retrieving the content description",1522231391552
error,log,,,"Core exception while retrieving the content description",1522231391665
error,log,,,"Core exception while retrieving the content description",1522231391691
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1522231393211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231428261
error,log,,,"Core exception while retrieving the content description",1522231429238
error,log,,,"Core exception while retrieving the content description",1522231429256
error,log,,,"Core exception while retrieving the content description",1522231429275
error,log,,,"Core exception while retrieving the content description",1522231429308
error,log,,,"Core exception while retrieving the content description",1522231429348
error,log,,,"Core exception while retrieving the content description",1522231430107
error,log,,,"Core exception while retrieving the content description",1522231430149
error,log,,,"Core exception while retrieving the content description",1522231430171
error,log,,,"Core exception while retrieving the content description",1522231430192
error,log,,,"Core exception while retrieving the content description",1522231430214
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1522231431720
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231437564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231443451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231444855
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231447166
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1522231450655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231451461
error,log,,,"Core exception while retrieving the content description",1522231453284
error,log,,,"Core exception while retrieving the content description",1522231453325
error,log,,,"Core exception while retrieving the content description",1522231453351
error,log,,,"Core exception while retrieving the content description",1522231453375
error,log,,,"Core exception while retrieving the content description",1522231453411
error,log,,,"Internal Error",1522231455008
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1522231459410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231460573
error,log,,,"Core exception while retrieving the content description",1522231462434
error,log,,,"Core exception while retrieving the content description",1522231462460
error,log,,,"Core exception while retrieving the content description",1522231462542
error,log,,,"Core exception while retrieving the content description",1522231462611
error,log,,,"Core exception while retrieving the content description",1522231462656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1522231467873
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1522231468406
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1522231468771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231470200
error,log,,,"Core exception while retrieving the content description",1522231471509
error,log,,,"Core exception while retrieving the content description",1522231471559
error,log,,,"Core exception while retrieving the content description",1522231471602
error,log,,,"Core exception while retrieving the content description",1522231471632
error,log,,,"Core exception while retrieving the content description",1522231471663
error,log,,,"Core exception while retrieving the content description",1522231472297
error,log,,,"Core exception while retrieving the content description",1522231472328
error,log,,,"Core exception while retrieving the content description",1522231472361
error,log,,,"Core exception while retrieving the content description",1522231472414
error,log,,,"Core exception while retrieving the content description",1522231472453
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1522231475437
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231490755
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231586379
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231588995
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231613156
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231641561
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231642898
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231643769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231648735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231663251
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231665354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231677015
error,log,,,"Core exception while retrieving the content description",1522231678114
error,log,,,"Core exception while retrieving the content description",1522231678177
error,log,,,"Core exception while retrieving the content description",1522231678216
error,log,,,"Core exception while retrieving the content description",1522231678265
error,log,,,"Core exception while retrieving the content description",1522231678316
error,log,,,"Core exception while retrieving the content description",1522231679210
error,log,,,"Core exception while retrieving the content description",1522231679271
error,log,,,"Core exception while retrieving the content description",1522231679316
error,log,,,"Core exception while retrieving the content description",1522231679373
error,log,,,"Core exception while retrieving the content description",1522231679421
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1522231679940
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231683050
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231700603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231703108
error,log,,,"Core exception while retrieving the content description",1522231704335
error,log,,,"Core exception while retrieving the content description",1522231704391
error,log,,,"Core exception while retrieving the content description",1522231704438
error,log,,,"Core exception while retrieving the content description",1522231704482
error,log,,,"Core exception while retrieving the content description",1522231704529
error,log,,,"Core exception while retrieving the content description",1522231705262
error,log,,,"Core exception while retrieving the content description",1522231705313
error,log,,,"Core exception while retrieving the content description",1522231705357
error,log,,,"Core exception while retrieving the content description",1522231705401
error,log,,,"Core exception while retrieving the content description",1522231705445
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1522231706176
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231708827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231713806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231717473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231720241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1522231723332
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231731636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231737645
error,log,,,"Core exception while retrieving the content description",1522231738955
error,log,,,"Core exception while retrieving the content description",1522231739022
error,log,,,"Core exception while retrieving the content description",1522231739069
error,log,,,"Core exception while retrieving the content description",1522231739115
error,log,,,"Core exception while retrieving the content description",1522231739320
error,log,,,"Core exception while retrieving the content description",1522231740215
error,log,,,"Core exception while retrieving the content description",1522231740320
error,log,,,"Core exception while retrieving the content description",1522231740383
error,log,,,"Core exception while retrieving the content description",1522231740437
error,log,,,"Core exception while retrieving the content description",1522231740495
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1522231741541
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231744266
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231752173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1522231753227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1522231753904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522231754845
error,log,,,"Core exception while retrieving the content description",1522231755987
error,log,,,"Core exception while retrieving the content description",1522231756044
error,log,,,"Core exception while retrieving the content description",1522231756105
error,log,,,"Core exception while retrieving the content description",1522231756168
error,log,,,"Core exception while retrieving the content description",1522231756221
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1522231756275
error,log,,,"Core exception while retrieving the content description",1522231756961
error,log,,,"Core exception while retrieving the content description",1522231757015
error,log,,,"Core exception while retrieving the content description",1522231757070
error,log,,,"Core exception while retrieving the content description",1522231757139
error,log,,,"Core exception while retrieving the content description",1522231757195
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231757639
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522231799747
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1522231807815
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1522231808527
