what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1522247773353
error,log,,,"Core exception while retrieving the content description",1522247773448
error,log,,,"Core exception while retrieving the content description",1522247773544
error,log,,,"Core exception while retrieving the content description",1522247773668
error,log,,,"Core exception while retrieving the content description",1522247773779
error,log,,,"Core exception while retrieving the content description",1522247773887
error,log,,,"Core exception while retrieving the content description",1522247774001
error,log,,,"Core exception while retrieving the content description",1522247774133
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1522247776715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1522247780721
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1522247781577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522247782522
error,log,,,"Core exception while retrieving the content description",1522247783194
error,log,,,"Core exception while retrieving the content description",1522247783294
error,log,,,"Core exception while retrieving the content description",1522247783395
error,log,,,"Core exception while retrieving the content description",1522247783509
error,log,,,"Core exception while retrieving the content description",1522247783539
error,log,,,"Core exception while retrieving the content description",1522247783576
error,log,,,"Core exception while retrieving the content description",1522247783599
error,log,,,"Core exception while retrieving the content description",1522247783638
error,log,,,"Core exception while retrieving the content description",1522247783662
error,log,,,"Core exception while retrieving the content description",1522247783686
error,log,,,"Core exception while retrieving the content description",1522247784399
error,log,,,"Core exception while retrieving the content description",1522247784423
error,log,,,"Core exception while retrieving the content description",1522247784450
error,log,,,"Core exception while retrieving the content description",1522247784485
error,log,,,"Core exception while retrieving the content description",1522247784512
error,log,,,"Core exception while retrieving the content description",1522247784556
error,log,,,"Core exception while retrieving the content description",1522247784584
error,log,,,"Core exception while retrieving the content description",1522247784622
error,log,,,"Core exception while retrieving the content description",1522247784652
error,log,,,"Core exception while retrieving the content description",1522247784710
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1522247787820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1522247795640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1522247799428
error,log,,,"Core exception while retrieving the content description",1522247800004
error,log,,,"Core exception while retrieving the content description",1522247800078
error,log,,,"Core exception while retrieving the content description",1522247800185
error,log,,,"Core exception while retrieving the content description",1522247800220
error,log,,,"Core exception while retrieving the content description",1522247800254
error,log,,,"Core exception while retrieving the content description",1522247800330
error,log,,,"Core exception while retrieving the content description",1522247800365
error,log,,,"Core exception while retrieving the content description",1522247800401
error,log,,,"Core exception while retrieving the content description",1522247800570
error,log,,,"Core exception while retrieving the content description",1522247800634
error,log,,,"Core exception while retrieving the content description",1522247801251
error,log,,,"Core exception while retrieving the content description",1522247801287
error,log,,,"Core exception while retrieving the content description",1522247801328
error,log,,,"Core exception while retrieving the content description",1522247801368
error,log,,,"Core exception while retrieving the content description",1522247801422
error,log,,,"Core exception while retrieving the content description",1522247801483
error,log,,,"Core exception while retrieving the content description",1522247801530
